id,title,isbn,publish_date,price_value,price_currency
1544,C++ Deep Dive,978-100-000-154-4,2020-08-18,38.11,EUR
1545,Rust in 24 Hours,978-100-000-154-5,2022-06-01,69.22,USD
1546,Blockchain for Beginners,978-100-000-154-6,2021-08-27,37.60,GBP
1547,JavaScript for Beginners,978-100-000-154-7,2020-06-24,87.95,GBP
1548,Erlang in 24 Hours,978-100-000-154-8,2022-04-17,14.87,GBP
1549,DevOps Essentials,978-100-000-154-9,2020-05-18,26.41,GBP
1550,Go Essentials,978-100-000-155-0,2021-07-06,14.80,USD
1551,Azure Cookbook,978-100-000-155-1,2022-05-16,78.55,USD
1552,DevOps Demystified,978-100-000-155-2,2020-11-17,41.34,GBP
1553,AI Demystified,978-100-000-155-3,2022-04-21,77.61,EUR
1554,TypeScript Essentials,978-100-000-155-4,2020-09-18,45.99,USD
1555,AWS in 24 Hours,978-100-000-155-5,2022-06-19,16.67,USD
1556,Cybersecurity Patterns,978-100-000-155-6,2022-05-11,33.08,USD
1557,Scala Mastery,978-100-000-155-7,2020-11-01,58.29,USD
1558,PHP Advanced,978-100-000-155-8,2021-06-24,35.44,USD
1559,Docker Patterns,978-100-000-155-9,2021-09-11,93.85,EUR
1560,Angular Patterns,978-100-000-156-0,2020-10-05,82.86,USD
1561,Spring Advanced,978-100-000-156-1,2020-03-01,65.39,EUR
1562,Erlang Guide,978-100-000-156-2,2021-07-17,28.28,USD
1563,Ruby Deep Dive,978-100-000-156-3,2020-11-02,43.30,USD
1564,C# Essentials,978-100-000-156-4,2020-07-07,19.53,USD
1565,DevOps Patterns,978-100-000-156-5,2022-05-15,77.12,USD
1566,DevOps Advanced,978-100-000-156-6,2022-03-04,74.86,EUR
1567,AI in Action,978-100-000-156-7,2022-01-07,81.20,EUR
1568,Azure Fundamentals,978-100-000-156-8,2022-07-17,81.04,USD
1569,C# Mastery,978-100-000-156-9,2020-11-02,51.65,EUR
1570,Azure in Action,978-100-000-157-0,2022-05-25,33.53,EUR
1571,Machine Learning in 24 Hours,978-100-000-157-1,2021-10-01,63.64,USD
1572,TypeScript Demystified,978-100-000-157-2,2021-05-26,32.90,EUR
1573,Docker Essentials,978-100-000-157-3,2020-01-05,33.20,GBP
1574,Laravel Demystified,978-100-000-157-4,2020-04-15,92.04,GBP
1575,AWS in Action,978-100-000-157-5,2022-02-20,71.08,GBP
1576,Elixir Crash Course,978-100-000-157-6,2020-03-10,79.63,EUR
1577,Angular Advanced,978-100-000-157-7,2022-02-16,99.29,GBP
1578,GCP Essentials,978-100-000-157-8,2021-04-17,52.37,EUR
1579,PHP Advanced,978-100-000-157-9,2022-04-29,41.64,EUR
1580,React Advanced,978-100-000-158-0,2021-07-27,74.39,EUR
1581,Flutter Guide,978-100-000-158-1,2022-09-23,53.41,USD
1582,JavaScript in 24 Hours,978-100-000-158-2,2020-11-03,50.35,EUR
1583,Haskell Cookbook,978-100-000-158-3,2022-02-11,12.40,EUR
1584,Docker Advanced,978-100-000-158-4,2020-09-19,40.76,USD
1585,JavaScript in Action,978-100-000-158-5,2021-05-22,93.74,EUR
1586,GCP Crash Course,978-100-000-158-6,2022-02-24,26.57,USD
1587,Vue Demystified,978-100-000-158-7,2022-01-14,35.95,USD
1588,Erlang Deep Dive,978-100-000-158-8,2022-09-05,90.40,GBP
1589,Machine Learning Demystified,978-100-000-158-9,2022-05-31,76.97,GBP
1590,Rust Mastery,978-100-000-159-0,2021-01-15,35.13,EUR
1591,Data Science Handbook,978-100-000-159-1,2020-12-12,69.30,USD
1592,React for Beginners,978-100-000-159-2,2020-02-28,74.95,USD
1593,JavaScript Advanced,978-100-000-159-3,2020-08-22,38.31,GBP
1594,Docker Deep Dive,978-100-000-159-4,2022-08-30,52.63,USD
1595,JavaScript Cookbook,978-100-000-159-5,2021-02-18,69.56,USD
1596,Ruby Crash Course,978-100-000-159-6,2021-09-08,54.55,GBP
1597,Docker for Beginners,978-100-000-159-7,2022-06-01,54.05,USD
1598,AWS Handbook,978-100-000-159-8,2021-04-02,83.70,EUR
1599,PHP Handbook,978-100-000-159-9,2021-08-17,62.34,GBP
1600,C# Fundamentals,978-100-000-160-0,2020-04-30,19.02,USD
1601,Vue for Beginners,978-100-000-160-1,2021-05-30,34.85,GBP
1602,React Handbook,978-100-000-160-2,2022-08-12,94.13,GBP
1603,Laravel Essentials,978-100-000-160-3,2020-01-18,41.46,EUR
1604,Laravel Essentials,978-100-000-160-4,2020-09-18,10.28,USD
1605,Rust Fundamentals,978-100-000-160-5,2020-12-15,50.87,USD
1606,AWS Patterns,978-100-000-160-6,2020-11-16,71.36,USD
1607,C++ in 24 Hours,978-100-000-160-7,2021-10-10,67.06,GBP
1608,Elixir Handbook,978-100-000-160-8,2021-03-12,81.40,EUR
1609,Swift Fundamentals,978-100-000-160-9,2020-05-15,95.72,GBP
1610,AI Guide,978-100-000-161-0,2021-08-19,59.57,EUR
1611,Elixir Patterns,978-100-000-161-1,2020-11-01,97.05,GBP
1612,Flutter in 24 Hours,978-100-000-161-2,2021-04-27,90.49,GBP
1613,Rust Deep Dive,978-100-000-161-3,2020-05-23,99.29,GBP
1614,Cybersecurity Cookbook,978-100-000-161-4,2020-10-19,88.98,USD
1615,Django for Beginners,978-100-000-161-5,2020-07-09,94.85,EUR
1616,DevOps Essentials,978-100-000-161-6,2022-09-06,91.48,EUR
1617,Go Patterns,978-100-000-161-7,2021-02-19,82.58,EUR
1618,Flutter Fundamentals,978-100-000-161-8,2021-03-16,40.81,USD
1619,Kotlin Mastery,978-100-000-161-9,2020-07-03,70.52,GBP
1620,Machine Learning Advanced,978-100-000-162-0,2022-03-05,62.42,EUR
1621,Angular Deep Dive,978-100-000-162-1,2021-03-24,48.47,EUR
1622,GCP in 24 Hours,978-100-000-162-2,2021-01-09,57.74,GBP
1623,DevOps in Action,978-100-000-162-3,2020-04-22,36.80,USD
1624,Laravel Advanced,978-100-000-162-4,2022-03-16,73.30,GBP
1625,AI Handbook,978-100-000-162-5,2021-10-01,74.90,GBP
1626,Data Science Crash Course,978-100-000-162-6,2020-08-29,38.47,GBP
1627,Angular Essentials,978-100-000-162-7,2020-08-24,73.78,USD
1628,Django for Beginners,978-100-000-162-8,2021-02-23,57.38,GBP
1629,Elixir for Beginners,978-100-000-162-9,2020-08-24,98.74,USD
1630,Machine Learning Deep Dive,978-100-000-163-0,2020-01-31,20.79,GBP
1631,React Native Advanced,978-100-000-163-1,2021-06-23,17.70,USD
1632,Vue Essentials,978-100-000-163-2,2020-01-28,21.85,GBP
1633,Blockchain Mastery,978-100-000-163-3,2021-04-07,91.63,EUR
1634,React Guide,978-100-000-163-4,2022-05-11,93.29,GBP
1635,Blockchain in Action,978-100-000-163-5,2022-08-16,68.66,EUR
1636,Flutter Cookbook,978-100-000-163-6,2022-04-15,33.30,USD
1637,React Native Guide,978-100-000-163-7,2021-03-30,81.12,USD
1638,TypeScript Demystified,978-100-000-163-8,2021-04-13,39.39,GBP
1639,Azure Demystified,978-100-000-163-9,2022-01-08,75.58,EUR
1640,React Native Cookbook,978-100-000-164-0,2021-04-28,83.95,EUR
1641,C++ Advanced,978-100-000-164-1,2021-08-24,20.85,USD
1642,TypeScript Cookbook,978-100-000-164-2,2022-01-16,66.73,GBP
1643,Kubernetes Patterns,978-100-000-164-3,2021-10-18,62.39,EUR
1644,Laravel Handbook,978-100-000-164-4,2020-07-12,91.98,GBP
1645,React Native in 24 Hours,978-100-000-164-5,2021-07-27,86.76,EUR
1646,Angular in Action,978-100-000-164-6,2020-05-04,59.28,GBP
1647,Rust Mastery,978-100-000-164-7,2020-07-25,13.61,GBP
1648,React Advanced,978-100-000-164-8,2020-09-24,39.62,GBP
1649,GCP Deep Dive,978-100-000-164-9,2020-03-21,55.53,EUR
1650,React Essentials,978-100-000-165-0,2021-05-03,84.88,GBP
1651,GCP Advanced,978-100-000-165-1,2021-05-31,79.60,EUR
1652,Go Handbook,978-100-000-165-2,2022-08-27,12.31,GBP
1653,Azure Mastery,978-100-000-165-3,2020-07-23,52.94,USD
1654,C# in Action,978-100-000-165-4,2022-04-07,50.27,USD
1655,AWS Handbook,978-100-000-165-5,2021-09-30,59.26,USD
1656,Flask Fundamentals,978-100-000-165-6,2020-07-02,99.17,EUR
1657,PHP Patterns,978-100-000-165-7,2021-07-26,81.30,EUR
1658,Data Science Fundamentals,978-100-000-165-8,2022-03-05,95.19,GBP
1659,Docker in 24 Hours,978-100-000-165-9,2020-12-05,43.95,GBP
1660,TypeScript in 24 Hours,978-100-000-166-0,2021-12-01,15.40,EUR
1661,GCP in Action,978-100-000-166-1,2021-07-04,41.12,GBP
1662,Docker Patterns,978-100-000-166-2,2022-02-12,56.70,USD
1663,Cybersecurity Guide,978-100-000-166-3,2020-07-19,38.81,GBP
1664,Blockchain Essentials,978-100-000-166-4,2022-03-24,35.13,EUR
1665,Haskell Crash Course,978-100-000-166-5,2020-09-16,59.10,EUR
1666,Flask Patterns,978-100-000-166-6,2020-09-27,65.45,GBP
1667,Elixir Guide,978-100-000-166-7,2022-02-25,14.41,USD
1668,Laravel Essentials,978-100-000-166-8,2021-05-14,59.29,USD
1669,AI for Beginners,978-100-000-166-9,2021-09-20,15.21,USD
1670,PHP in 24 Hours,978-100-000-167-0,2020-10-02,29.97,USD
1671,Flask Guide,978-100-000-167-1,2021-10-22,49.36,USD
1672,React Native Cookbook,978-100-000-167-2,2022-07-28,24.13,USD
1673,Erlang in 24 Hours,978-100-000-167-3,2020-04-11,92.31,USD
1674,Rust Essentials,978-100-000-167-4,2021-01-07,53.93,GBP
1675,PHP Fundamentals,978-100-000-167-5,2020-08-24,79.39,EUR
1676,Scala for Beginners,978-100-000-167-6,2020-12-14,45.30,EUR
1677,TypeScript Deep Dive,978-100-000-167-7,2020-03-22,48.64,EUR
1678,Docker Cookbook,978-100-000-167-8,2022-06-18,29.25,USD
1679,DevOps Crash Course,978-100-000-167-9,2021-08-30,37.63,EUR
1680,Angular Essentials,978-100-000-168-0,2022-02-15,86.70,GBP
1681,PHP Handbook,978-100-000-168-1,2022-06-18,77.09,USD
1682,Cybersecurity Handbook,978-100-000-168-2,2020-06-11,40.78,GBP
1683,Azure Guide,978-100-000-168-3,2022-05-07,29.94,GBP
1684,C++ Patterns,978-100-000-168-4,2020-05-04,22.28,GBP
1685,Kubernetes Essentials,978-100-000-168-5,2021-02-21,17.44,GBP
1686,Flask Demystified,978-100-000-168-6,2022-07-10,54.88,GBP
1687,Azure in Action,978-100-000-168-7,2021-11-12,99.89,USD
1688,Data Science Advanced,978-100-000-168-8,2021-12-09,66.52,GBP
1689,Cybersecurity Deep Dive,978-100-000-168-9,2020-02-08,60.85,EUR
1690,Spring Essentials,978-100-000-169-0,2022-06-19,70.10,USD
1691,Go Demystified,978-100-000-169-1,2020-07-16,53.58,GBP
1692,Kubernetes Crash Course,978-100-000-169-2,2022-09-17,77.92,GBP
1693,Haskell Demystified,978-100-000-169-3,2020-05-07,25.71,EUR
1694,AI Crash Course,978-100-000-169-4,2022-01-05,45.22,USD
1695,Rust Handbook,978-100-000-169-5,2020-01-03,45.51,GBP
1696,Flutter in 24 Hours,978-100-000-169-6,2020-08-19,65.11,GBP
1697,Java for Beginners,978-100-000-169-7,2020-09-03,78.47,EUR
1698,Kubernetes Fundamentals,978-100-000-169-8,2022-06-18,64.04,USD
1699,DevOps Mastery,978-100-000-169-9,2021-04-11,95.00,USD
1700,React Native Cookbook,978-100-000-170-0,2022-08-01,25.34,USD
1701,Swift Patterns,978-100-000-170-1,2021-06-29,38.31,EUR
1702,Machine Learning for Beginners,978-100-000-170-2,2020-04-20,47.14,USD
1703,Java Cookbook,978-100-000-170-3,2021-12-06,84.63,USD
1704,Data Science Patterns,978-100-000-170-4,2022-08-20,97.97,USD
1705,Kotlin Essentials,978-100-000-170-5,2021-04-24,28.15,EUR
1706,Go Guide,978-100-000-170-6,2020-12-26,93.12,GBP
1707,Azure Mastery,978-100-000-170-7,2021-01-28,68.64,USD
1708,Java for Beginners,978-100-000-170-8,2020-04-04,98.41,USD
1709,React Handbook,978-100-000-170-9,2021-10-28,32.62,USD
1710,Go in Action,978-100-000-171-0,2022-01-07,77.79,USD
1711,Kubernetes Advanced,978-100-000-171-1,2021-05-13,76.42,GBP
1712,TypeScript Demystified,978-100-000-171-2,2020-07-15,30.66,USD
1713,Kotlin Deep Dive,978-100-000-171-3,2020-05-18,22.54,GBP
1714,Haskell Mastery,978-100-000-171-4,2021-01-14,62.78,GBP
1715,Azure in Action,978-100-000-171-5,2020-09-15,74.32,EUR
1716,Erlang Patterns,978-100-000-171-6,2021-09-18,78.71,EUR
1717,Go Essentials,978-100-000-171-7,2020-05-19,20.21,GBP
1718,Azure Handbook,978-100-000-171-8,2020-04-09,28.67,USD
1719,Flutter Demystified,978-100-000-171-9,2022-04-16,59.11,USD
1720,Java Essentials,978-100-000-172-0,2022-05-07,97.83,GBP
1721,Vue for Beginners,978-100-000-172-1,2021-07-24,34.25,EUR
1722,PHP Patterns,978-100-000-172-2,2020-11-17,83.03,GBP
1723,Angular in Action,978-100-000-172-3,2020-05-17,66.12,EUR
1724,Angular Deep Dive,978-100-000-172-4,2020-01-02,18.52,GBP
1725,Elixir Handbook,978-100-000-172-5,2021-02-07,62.40,EUR
1726,Data Science Demystified,978-100-000-172-6,2020-04-07,36.72,GBP
1727,Vue Patterns,978-100-000-172-7,2022-01-28,72.10,EUR
1728,Spring Advanced,978-100-000-172-8,2020-04-05,58.84,EUR
1729,JavaScript Cookbook,978-100-000-172-9,2020-02-29,21.26,EUR
1730,DevOps Deep Dive,978-100-000-173-0,2020-11-02,90.65,USD
1731,Laravel Advanced,978-100-000-173-1,2022-04-12,17.13,USD
1732,Vue Mastery,978-100-000-173-2,2022-03-24,93.02,GBP
1733,TypeScript Mastery,978-100-000-173-3,2021-08-25,22.08,GBP
1734,Go Handbook,978-100-000-173-4,2022-05-03,68.03,GBP
1735,Swift in Action,978-100-000-173-5,2020-11-21,97.76,EUR
1736,Laravel Guide,978-100-000-173-6,2021-04-11,78.13,EUR
1737,Data Science Handbook,978-100-000-173-7,2020-03-12,21.68,USD
1738,Machine Learning Demystified,978-100-000-173-8,2022-03-28,42.54,GBP
1739,Docker Fundamentals,978-100-000-173-9,2020-05-27,83.40,GBP
1740,Laravel Essentials,978-100-000-174-0,2020-08-13,47.39,USD
1741,Scala Demystified,978-100-000-174-1,2022-05-28,61.99,EUR
1742,React Advanced,978-100-000-174-2,2020-07-15,63.59,EUR
1743,Rust in 24 Hours,978-100-000-174-3,2021-12-07,64.13,USD
1744,Blockchain Advanced,978-100-000-174-4,2021-07-16,80.48,EUR
1745,Blockchain Handbook,978-100-000-174-5,2022-06-11,49.10,USD
1746,AI Advanced,978-100-000-174-6,2021-05-17,90.17,USD
1747,Rust in Action,978-100-000-174-7,2021-10-03,58.04,EUR
1748,Python in Action,978-100-000-174-8,2021-04-06,18.92,USD
1749,Spring Advanced,978-100-000-174-9,2020-06-08,38.97,USD
1750,Swift Guide,978-100-000-175-0,2020-10-06,81.56,USD
1751,DevOps Deep Dive,978-100-000-175-1,2020-09-25,37.63,GBP
1752,Flask in 24 Hours,978-100-000-175-2,2021-12-18,86.63,GBP
1753,Blockchain in 24 Hours,978-100-000-175-3,2021-10-01,80.06,EUR
1754,GCP Advanced,978-100-000-175-4,2021-03-01,80.11,EUR
1755,React Mastery,978-100-000-175-5,2022-06-28,52.80,GBP
1756,JavaScript Demystified,978-100-000-175-6,2022-07-20,53.25,EUR
1757,Go in 24 Hours,978-100-000-175-7,2021-05-05,67.92,GBP
1758,Machine Learning for Beginners,978-100-000-175-8,2020-02-03,38.76,USD
1759,Angular Mastery,978-100-000-175-9,2020-03-12,15.50,EUR
1760,Django Handbook,978-100-000-176-0,2021-06-27,16.59,EUR
1761,Elixir Deep Dive,978-100-000-176-1,2021-09-27,18.19,GBP
1762,AI Guide,978-100-000-176-2,2020-09-01,36.59,GBP
1763,Flutter Deep Dive,978-100-000-176-3,2020-10-15,61.52,GBP
1764,Blockchain Patterns,978-100-000-176-4,2021-06-20,84.65,USD
1765,Kotlin Advanced,978-100-000-176-5,2020-04-01,71.62,GBP
1766,Machine Learning Essentials,978-100-000-176-6,2021-12-08,97.89,USD
1767,Swift Cookbook,978-100-000-176-7,2020-12-21,82.59,EUR
1768,Erlang Cookbook,978-100-000-176-8,2021-10-17,67.05,GBP
1769,Flask Fundamentals,978-100-000-176-9,2020-05-07,60.23,GBP
1770,JavaScript for Beginners,978-100-000-177-0,2020-12-16,42.00,USD
1771,Haskell Handbook,978-100-000-177-1,2022-01-21,23.23,GBP
1772,Swift in 24 Hours,978-100-000-177-2,2021-09-11,52.40,USD
1773,Erlang for Beginners,978-100-000-177-3,2022-01-24,86.41,EUR
1774,Java Deep Dive,978-100-000-177-4,2021-05-09,32.14,USD
1775,DevOps Deep Dive,978-100-000-177-5,2021-05-09,13.47,GBP
1776,AI Crash Course,978-100-000-177-6,2020-01-23,95.67,USD
1777,Go Patterns,978-100-000-177-7,2022-09-12,12.40,GBP
1778,Elixir for Beginners,978-100-000-177-8,2020-07-23,12.60,EUR
1779,Scala Guide,978-100-000-177-9,2021-09-21,66.41,EUR
1780,Scala Cookbook,978-100-000-178-0,2020-01-10,60.33,GBP
1781,Angular Advanced,978-100-000-178-1,2022-09-18,24.80,GBP
1782,C++ Guide,978-100-000-178-2,2020-10-27,29.71,EUR
1783,Go Patterns,978-100-000-178-3,2020-08-27,19.57,GBP
1784,Swift for Beginners,978-100-000-178-4,2020-11-07,70.09,EUR
1785,DevOps Demystified,978-100-000-178-5,2020-05-25,36.07,EUR
1786,Ruby Advanced,978-100-000-178-6,2022-02-01,19.03,EUR
1787,DevOps for Beginners,978-100-000-178-7,2021-10-20,12.06,GBP
1788,PHP Fundamentals,978-100-000-178-8,2022-02-18,62.05,EUR
1789,Blockchain Crash Course,978-100-000-178-9,2021-09-19,80.71,EUR
1790,Rust Deep Dive,978-100-000-179-0,2020-10-28,33.74,USD
1791,Blockchain Mastery,978-100-000-179-1,2022-06-24,78.84,GBP
1792,PHP in 24 Hours,978-100-000-179-2,2021-05-26,79.77,EUR
1793,Machine Learning Cookbook,978-100-000-179-3,2021-10-03,86.51,GBP
1794,C# Crash Course,978-100-000-179-4,2021-07-18,57.78,USD
1795,C++ Crash Course,978-100-000-179-5,2020-04-22,41.77,GBP
1796,Java in Action,978-100-000-179-6,2020-08-26,18.41,USD
1797,C++ in 24 Hours,978-100-000-179-7,2020-04-09,84.19,USD
1798,Data Science Fundamentals,978-100-000-179-8,2022-07-03,18.54,EUR
1799,Python Patterns,978-100-000-179-9,2020-11-12,55.16,EUR
1800,C# Deep Dive,978-100-000-180-0,2021-06-29,71.13,GBP
1801,Docker Fundamentals,978-100-000-180-1,2022-02-24,88.58,USD
1802,React Essentials,978-100-000-180-2,2022-04-03,72.93,EUR
1803,Azure Essentials,978-100-000-180-3,2021-11-18,40.47,GBP
1804,Ruby Deep Dive,978-100-000-180-4,2022-02-01,30.56,GBP
1805,Java Cookbook,978-100-000-180-5,2020-12-22,70.63,USD
1806,Cybersecurity in 24 Hours,978-100-000-180-6,2021-11-03,12.19,EUR
1807,Java Advanced,978-100-000-180-7,2021-08-19,19.96,EUR
1808,Django Cookbook,978-100-000-180-8,2022-04-25,10.05,EUR
1809,Ruby Guide,978-100-000-180-9,2022-07-18,27.92,USD
1810,JavaScript Essentials,978-100-000-181-0,2021-01-08,67.84,USD
1811,DevOps Cookbook,978-100-000-181-1,2020-11-30,79.92,GBP
1812,Erlang Patterns,978-100-000-181-2,2020-03-03,71.88,EUR
1813,Laravel in Action,978-100-000-181-3,2020-10-24,13.35,USD
1814,Haskell in 24 Hours,978-100-000-181-4,2021-05-31,89.24,GBP
1815,Data Science Crash Course,978-100-000-181-5,2022-07-10,92.19,GBP
1816,Elixir Essentials,978-100-000-181-6,2020-11-18,21.35,EUR
1817,Data Science Cookbook,978-100-000-181-7,2021-02-07,36.88,GBP
1818,Rust in Action,978-100-000-181-8,2021-10-17,87.93,EUR
1819,Laravel Cookbook,978-100-000-181-9,2020-01-24,42.49,EUR
1820,Machine Learning Deep Dive,978-100-000-182-0,2022-06-12,59.10,GBP
1821,C# Demystified,978-100-000-182-1,2021-06-03,52.33,EUR
1822,Azure in 24 Hours,978-100-000-182-2,2020-07-13,66.13,USD
1823,Azure Guide,978-100-000-182-3,2020-06-04,12.00,EUR
1824,Vue Fundamentals,978-100-000-182-4,2021-06-30,65.32,EUR
1825,Flask Guide,978-100-000-182-5,2020-04-17,53.03,GBP
1826,Cybersecurity in 24 Hours,978-100-000-182-6,2020-02-14,76.91,GBP
1827,Angular Essentials,978-100-000-182-7,2022-06-10,25.71,GBP
1828,Swift Crash Course,978-100-000-182-8,2021-07-05,85.89,GBP
1829,Azure Essentials,978-100-000-182-9,2021-11-03,99.02,USD
1830,Kubernetes in 24 Hours,978-100-000-183-0,2021-10-07,86.48,EUR
1831,AI Demystified,978-100-000-183-1,2021-02-02,75.87,EUR
1832,C# Handbook,978-100-000-183-2,2021-09-30,77.49,USD
1833,Cybersecurity Advanced,978-100-000-183-3,2020-02-11,44.34,USD
1834,Java Advanced,978-100-000-183-4,2020-02-13,26.47,GBP
1835,Ruby Mastery,978-100-000-183-5,2021-02-06,64.34,EUR
1836,React Essentials,978-100-000-183-6,2021-06-18,82.34,USD
1837,C# Fundamentals,978-100-000-183-7,2021-07-28,91.64,GBP
1838,Flask Crash Course,978-100-000-183-8,2021-11-20,49.90,EUR
1839,Spring Guide,978-100-000-183-9,2020-10-13,69.25,GBP
1840,Angular Guide,978-100-000-184-0,2020-02-07,38.15,GBP
1841,Flask Handbook,978-100-000-184-1,2020-07-09,63.58,USD
1842,Flutter Deep Dive,978-100-000-184-2,2020-04-26,54.33,USD
1843,Swift for Beginners,978-100-000-184-3,2020-12-10,90.60,USD
1844,AWS Handbook,978-100-000-184-4,2020-12-20,31.96,GBP
1845,Flutter Handbook,978-100-000-184-5,2022-09-20,72.06,GBP
1846,Go Handbook,978-100-000-184-6,2022-07-25,27.52,GBP
1847,Rust Advanced,978-100-000-184-7,2022-08-03,23.26,GBP
1848,Kubernetes in 24 Hours,978-100-000-184-8,2022-09-22,91.58,GBP
1849,Erlang Crash Course,978-100-000-184-9,2022-02-19,80.61,GBP
1850,Machine Learning Crash Course,978-100-000-185-0,2022-06-26,87.38,EUR
1851,GCP Demystified,978-100-000-185-1,2020-09-18,49.38,EUR
1852,PHP Fundamentals,978-100-000-185-2,2021-07-15,82.09,GBP
1853,Flutter in 24 Hours,978-100-000-185-3,2022-05-30,50.35,USD
1854,Swift for Beginners,978-100-000-185-4,2021-01-06,74.12,GBP
1855,Haskell Guide,978-100-000-185-5,2022-05-31,63.73,EUR
1856,Laravel Mastery,978-100-000-185-6,2022-05-06,35.03,USD
1857,Kubernetes in 24 Hours,978-100-000-185-7,2021-03-03,66.66,GBP
1858,AI Deep Dive,978-100-000-185-8,2020-03-10,60.57,EUR
1859,Django Cookbook,978-100-000-185-9,2020-02-25,47.41,EUR
1860,Java in Action,978-100-000-186-0,2020-10-04,86.78,GBP
1861,AI in Action,978-100-000-186-1,2022-08-10,92.31,GBP
1862,Laravel Crash Course,978-100-000-186-2,2020-08-18,12.56,GBP
1863,Docker for Beginners,978-100-000-186-3,2021-12-30,61.05,GBP
1864,React Native Handbook,978-100-000-186-4,2022-04-22,69.86,USD
1865,JavaScript for Beginners,978-100-000-186-5,2022-06-19,51.22,EUR
1866,Cybersecurity Deep Dive,978-100-000-186-6,2022-06-21,71.37,GBP
1867,Swift Demystified,978-100-000-186-7,2021-04-08,90.74,USD
1868,Swift Mastery,978-100-000-186-8,2021-05-28,84.03,EUR
1869,Flutter Demystified,978-100-000-186-9,2021-07-15,48.80,GBP
1870,Python Mastery,978-100-000-187-0,2020-09-22,43.98,USD
1871,Docker Essentials,978-100-000-187-1,2020-10-30,19.88,USD
1872,React Native Essentials,978-100-000-187-2,2021-10-31,11.29,GBP
1873,Kotlin Deep Dive,978-100-000-187-3,2021-02-14,19.45,EUR
1874,Machine Learning in 24 Hours,978-100-000-187-4,2021-11-01,46.97,GBP
1875,Flutter Demystified,978-100-000-187-5,2022-03-16,15.81,GBP
1876,Docker Advanced,978-100-000-187-6,2020-12-27,37.08,USD
1877,JavaScript Patterns,978-100-000-187-7,2021-09-28,37.10,GBP
1878,Docker Advanced,978-100-000-187-8,2021-06-05,74.92,USD
1879,Rust Demystified,978-100-000-187-9,2021-01-27,25.30,GBP
1880,Python Guide,978-100-000-188-0,2022-04-24,21.03,GBP
1881,JavaScript Fundamentals,978-100-000-188-1,2022-09-13,86.06,USD
1882,Data Science Handbook,978-100-000-188-2,2020-08-03,19.50,USD
1883,AWS Handbook,978-100-000-188-3,2021-03-03,77.41,USD
1884,Cybersecurity Essentials,978-100-000-188-4,2020-02-25,76.98,EUR
1885,React Native Crash Course,978-100-000-188-5,2022-01-15,38.14,GBP
1886,GCP Mastery,978-100-000-188-6,2021-01-15,48.28,EUR
1887,Python Mastery,978-100-000-188-7,2021-12-08,73.56,GBP
1888,Python Essentials,978-100-000-188-8,2021-01-23,34.74,EUR
1889,Flutter for Beginners,978-100-000-188-9,2021-12-08,30.10,EUR
1890,DevOps for Beginners,978-100-000-189-0,2020-01-22,96.84,GBP
1891,Erlang Crash Course,978-100-000-189-1,2020-09-17,96.91,GBP
1892,C++ Essentials,978-100-000-189-2,2021-02-08,42.25,GBP
1893,Java in Action,978-100-000-189-3,2022-02-06,25.75,USD
1894,Kubernetes Fundamentals,978-100-000-189-4,2022-01-31,73.76,USD
1895,GCP Patterns,978-100-000-189-5,2020-12-07,20.83,EUR
1896,Erlang Advanced,978-100-000-189-6,2022-01-25,24.07,EUR
1897,React Handbook,978-100-000-189-7,2020-04-19,45.57,GBP
1898,PHP Deep Dive,978-100-000-189-8,2020-03-17,87.65,EUR
1899,Rust in Action,978-100-000-189-9,2020-03-18,11.91,GBP
1900,Machine Learning Guide,978-100-000-190-0,2022-03-10,94.16,EUR
1901,Swift Essentials,978-100-000-190-1,2020-05-13,18.57,EUR
1902,Docker Demystified,978-100-000-190-2,2020-07-23,23.19,EUR
1903,Scala Cookbook,978-100-000-190-3,2021-03-12,79.85,USD
1904,Haskell Cookbook,978-100-000-190-4,2022-04-06,62.88,GBP
1905,Erlang Patterns,978-100-000-190-5,2022-08-10,54.27,USD
1906,Java Advanced,978-100-000-190-6,2021-04-13,99.48,USD
1907,TypeScript Advanced,978-100-000-190-7,2020-12-15,55.33,EUR
1908,TypeScript Crash Course,978-100-000-190-8,2021-03-05,90.55,USD
1909,Docker Mastery,978-100-000-190-9,2022-02-26,70.67,EUR
1910,PHP Guide,978-100-000-191-0,2021-12-08,70.48,EUR
1911,React Native Handbook,978-100-000-191-1,2022-07-27,21.60,GBP
1912,Kubernetes in 24 Hours,978-100-000-191-2,2021-07-16,69.91,GBP
1913,Blockchain Fundamentals,978-100-000-191-3,2021-11-11,95.81,USD
1914,DevOps Guide,978-100-000-191-4,2020-05-05,70.67,EUR
1915,Ruby Cookbook,978-100-000-191-5,2020-04-14,66.66,USD
1916,Blockchain Patterns,978-100-000-191-6,2020-03-14,34.19,EUR
1917,Docker Guide,978-100-000-191-7,2022-04-29,40.61,EUR
1918,Flask Demystified,978-100-000-191-8,2022-08-02,88.62,EUR
1919,Elixir Essentials,978-100-000-191-9,2021-04-13,13.95,GBP
1920,React Demystified,978-100-000-192-0,2022-07-02,67.98,GBP
1921,Data Science Deep Dive,978-100-000-192-1,2020-08-28,98.56,USD
1922,AWS in 24 Hours,978-100-000-192-2,2021-09-22,35.49,GBP
1923,Flask for Beginners,978-100-000-192-3,2020-09-24,23.21,GBP
